global_budget,responsibility,capability,equality,weight_r,weight_c,weight_e,scenario
457069904343.17145,0.010375575824835363,0.014497965003274037,0.006265237365674548,0.28531996586197356,0.399348905493296,0.3153311286447304,1p5C
1213613161454.5386,0.01162818818544091,0.01365917954439638,0.006584074380265366,0.2644090692382354,0.42980982805691526,0.3057811027048494,2p0C
535020223344.61194,0.010650564717557622,0.014208209569718418,0.006726473184383575,0.3217702747432521,0.38031482074514383,0.2979149045116042,1p5C
525496095197.4333,0.010689911870846978,0.015884961886467104,0.006434719819274779,0.34309699732340065,0.3835078405011959,0.27339516217540344,1p5C
496200953799.3586,0.01135127276126336,0.015358602860356311,0.006411810496195392,0.2965762575578258,0.3919260299581666,0.3114977124840076,1p5C
490616010195.40625,0.010217378444635498,0.014971670395933567,0.006330222382786684,0.32900303177242657,0.37516164511020833,0.2958353231173651,1p5C
506419192709.0277,0.011350431186178681,0.01414044873010131,0.006457363566956116,0.2675600352926844,0.43193575798321526,0.3005042067241004,1p5C
1186519111574.349,0.011961466810483877,0.014702679188905726,0.006592985692957054,0.2661511999084499,0.4120742672166362,0.32177453287491403,2p0C
1225311128347.4343,0.011420098428088436,0.013777083516038076,0.006301535883541638,0.30171899442533495,0.3562786048661154,0.34200240070854965,2p0C
520094647494.6298,0.010926729006975264,0.014294326396363386,0.006199075904729122,0.3007627089683991,0.4195110438616241,0.2797262471699768,1p5C
1184591001842.975,0.010923195319178151,0.014519775543861382,0.0063871796672517024,0.2841717200403205,0.3946200124015048,0.3212082675581748,2p0C
1172048603934.037,0.01158639072068085,0.014434194650079068,0.006192609299135934,0.3101804670500612,0.37659935182498205,0.31322018112495675,2p0C
538786703212.62415,0.01114971982611627,0.015403102419326168,0.0065613997339205735,0.32587264754026923,0.3841222123529203,0.29000514010681033,1p5C
1185451217669.41,0.010126304425935342,0.013657236453183941,0.006377307522575201,0.29259945181120683,0.3977736708490985,0.3096268773396947,2p0C
584932484970.8762,0.011182393039360614,0.014063907280436362,0.006119803122526054,0.2922498613043117,0.40317099677456003,0.3045791419211282,1p5C
1094684222271.1611,0.01172253539136623,0.013689604341298667,0.006392439863643676,0.31835932103601733,0.3758614571429111,0.30577922182107165,2p0C
565851271838.0547,0.010747896907411809,0.013790545388674427,0.006422671215753105,0.3025017624011183,0.441306699445631,0.2561915381532507,1p5C
1126472171336.2773,0.01212613440059437,0.014791181083888286,0.006547042481869113,0.2835240269539363,0.4223300355593692,0.29414593748669454,2p0C
1118274087719.211,0.011549798253141383,0.01352367620820364,0.006431828545336714,0.30598137750291204,0.3876977624838423,0.3063208600132458,2p0C
529913506535.6357,0.011165796886458197,0.015254093552445662,0.006822159187335555,0.29484132403458735,0.38976090782490486,0.31539776814050785,1p5C
450835400544.6446,0.011552124930023682,0.014518590403948308,0.006359475193571742,0.30919661286725664,0.40460770691112163,0.28619568022162173,1p5C
597450026368.2261,0.010104705050921942,0.014750559424406593,0.006447907161284749,0.2889973266640877,0.38827184839981654,0.3227308249360958,1p5C
1178087379893.6091,0.011861048193205548,0.014937093902427945,0.006440055922955894,0.2709333907761015,0.4163321251955069,0.31273448402839177,2p0C
1193598701436.0413,0.011742092059660907,0.01438088760761508,0.006405226619101918,0.30621370912234125,0.3483241202729158,0.34546217060474294,2p0C
1069674881465.4728,0.012048265542732016,0.015458872591078731,0.006487602078375508,0.2886838337007644,0.41204650704577706,0.29926965925345844,2p0C
533561087905.71313,0.010270893074617574,0.014557158095855187,0.006564890625396908,0.3050889640253747,0.4273152531913027,0.2675957827833226,1p5C
1167967145671.5369,0.010114673899213404,0.015136641637600716,0.0067197111287453605,0.2803623956035456,0.4211533876094677,0.29848421678698667,2p0C
465512673521.2929,0.010299674900350726,0.01455365239867342,0.006155878162510953,0.29910623161450434,0.3807812124388471,0.32011255594664856,1p5C
464287665289.45404,0.010858355491274261,0.014913792674757318,0.006361095551056373,0.3067084838498404,0.39151962514038363,0.3017718910097759,1p5C
551783272632.7819,0.010900106323758568,0.0149055520625661,0.006373221897766735,0.2914960414347206,0.4118040470499382,0.29669991151534114,1p5C
492772266935.279,0.011143228813216133,0.014883727905499815,0.006641755387628698,0.27989422871529696,0.4038068115938146,0.3162989596908884,1p5C
1188266042689.1255,0.010251508615587455,0.013983883730528624,0.006390878698763986,0.3350047379232287,0.3770081726046716,0.2879870894720997,2p0C
1167636922196.7556,0.010464606498206358,0.015020368691352369,0.0060927149700612275,0.2676600250171588,0.4096426160874082,0.322697358895433,2p0C
1146616840038.1396,0.011713266391308715,0.014465566613011797,0.006477002163897342,0.2867012870607061,0.43319388992076785,0.28010482301852624,2p0C
611379024856.9845,0.010973605215003016,0.01516340870241009,0.006453471026927365,0.2753346167347248,0.4180805876822083,0.30658479558306684,1p5C
584751263107.854,0.011702627033986274,0.013117917318356957,0.00649483585344648,0.305364933124021,0.3967129002397875,0.2979221666361915,1p5C
1142615018222.728,0.009685229233319452,0.01362313957678961,0.006258416433666176,0.2701684933804246,0.4177614520210466,0.31207005459852877,2p0C
434306989412.8601,0.011123243127913197,0.014967132488169246,0.006793148921194176,0.2941210507665782,0.3925541875311699,0.3133247617022519,1p5C
490712391557.6016,0.012146711831150122,0.01606925177505234,0.006397235973902399,0.31379789016644666,0.3702645195052241,0.3159375903283292,1p5C
1147757129489.524,0.01118143277212363,0.015313768178906258,0.006423508068823927,0.31755263857740346,0.4154493133092969,0.2669980481132996,2p0C
553628226436.6377,0.010475788020421017,0.014198398563363013,0.006285578339170985,0.2998882694107303,0.3876813473502468,0.31243038323902284,1p5C
1277511805428.445,0.011469714284633871,0.013456341474697202,0.006279571811649078,0.3169905707601836,0.40446222920780944,0.278547200032007,2p0C
498029084328.945,0.010823221306361487,0.01524587437255379,0.006223033577200685,0.30363444500459047,0.4209017873048539,0.27546376769055564,1p5C
1200678146812.7231,0.01135804554486517,0.014640771331798431,0.006383776356924812,0.2684485205187911,0.39512759412989895,0.3364238853513098,2p0C
1173084408210.4128,0.00986804499693546,0.015134167600152373,0.006274420639648964,0.30400876488313905,0.4559942160182597,0.23999701909860124,2p0C
1188221713692.5854,0.011289071561301794,0.01478474456082493,0.006858543370729447,0.26578640533035086,0.40524261543564266,0.3289709792340064,2p0C
463878331329.16174,0.009885686996686703,0.014721787549963564,0.006094010176681035,0.3004150305949449,0.40048231559583786,0.2991026538092172,1p5C
503892871423.68207,0.011534999884481773,0.016874589702731483,0.006241329539762368,0.26443983240103797,0.4432188660192979,0.2923413015796642,1p5C
480641857856.43744,0.010982079353776715,0.014695494478631499,0.00638220588376503,0.31101004827246537,0.37848771308149454,0.3105022386460401,1p5C
496298039332.6093,0.010250003414849232,0.01458295477119885,0.006590522609695455,0.3050516576142043,0.3927881357684585,0.3021602066173372,1p5C
1162098107836.852,0.011106579572195355,0.014610735223578043,0.006379813916388544,0.2615468289416733,0.3976742956386651,0.3407788754196617,2p0C
1184163261981.072,0.010055425897577274,0.014271100513219871,0.006591001705563977,0.3259506859203586,0.3677540335407254,0.30629528053891597,2p0C
453474564949.4596,0.011325753664879428,0.015427747677615754,0.006268757406255535,0.29757487665439347,0.4085876018102884,0.2938375215353182,1p5C
459448832351.2765,0.012643351580270547,0.014439990564670708,0.006471490621748794,0.28480979234713366,0.41949050505590296,0.29569970259696343,1p5C
1137906396554.741,0.01159755303794876,0.015167417888648773,0.0067979951626626995,0.3163190408870544,0.40506476673161135,0.2786161923813342,2p0C
545363741443.2726,0.011165241208202515,0.014909183226912964,0.006272451136113441,0.28204488312758513,0.4273656393640888,0.2905894775083261,1p5C
1218185023630.835,0.010188603585202603,0.015595954608667332,0.006541312215588527,0.28812607528350526,0.3793356900986351,0.3325382346178597,2p0C
526802626162.9395,0.011428125242169015,0.015008832003786445,0.006500102553237096,0.3036825044675701,0.37979145159657557,0.3165260439358543,1p5C
588264873997.6182,0.011342441262983248,0.013808162186003479,0.00602365251971555,0.31108681421227974,0.3668527400872739,0.32206044570044645,1p5C
1146104669348.6755,0.009976265412850047,0.013725031477985353,0.006345857508093982,0.3035241270420637,0.4225066951215872,0.2739691778363491,2p0C
492483907909.4101,0.011658823686964009,0.01573515132236652,0.0066792172392483,0.2911983137466823,0.41912516451910753,0.2896765217342103,1p5C
1142208200363.0928,0.011062862419059292,0.014252597559600635,0.006486178052927534,0.32092104751281625,0.4018102388073751,0.2772687136798087,2p0C
467964765787.4113,0.010902683590603163,0.013729357103854605,0.006225062274990743,0.3166444216733388,0.3611209268631306,0.3222346514635307,1p5C
1214225231899.1572,0.01164758235803212,0.014207830329095728,0.006593872635491051,0.2867125109038979,0.4159396121255119,0.29734787697059023,2p0C
495624854717.2063,0.010878930676729192,0.015629499585921486,0.006367145973198078,0.303320804906389,0.3752968410477797,0.32138235404583143,1p5C
526660495521.9879,0.010996124934319815,0.013656143445772843,0.006529777831102066,0.27722213845890975,0.4168332603400213,0.30594460120106887,1p5C
530915537841.9122,0.010416037801159466,0.014063126025236686,0.006533047118178013,0.28920399219489235,0.4144001655746615,0.29639584223044607,1p5C
521805423265.01135,0.010718397847880446,0.014209896481034557,0.006243196792497988,0.27848018111997697,0.42425854568890253,0.2972612731911205,1p5C
1058032032730.4921,0.011815871902874076,0.0137803754429972,0.006613068673131507,0.28838124103186275,0.4264645504348045,0.2851542085333328,2p0C
646871116435.9678,0.010429244488841029,0.013829519406193928,0.006264744794320622,0.2862215555868692,0.3948979389909531,0.3188805054221779,1p5C
604084738662.9462,0.010888482877594625,0.01358419063818121,0.006206938699102989,0.3139510991204946,0.3934020139136524,0.292646886965853,1p5C
1120592213938.3076,0.012537790849451298,0.01436102725134451,0.006288907742179469,0.2896374313445662,0.4072117175187615,0.30315085113667234,2p0C
1133783923917.5283,0.010545509985643131,0.014439142008671036,0.006392927751437312,0.2879040933860566,0.4369749252733416,0.275120981340602,2p0C
1163005280201.244,0.012077877245564481,0.01419833445666057,0.006481202331718316,0.3059726496218626,0.3646208382173532,0.32940651216078426,2p0C
