draw,budget_tCO2,overshoot_tCO2,responsibility_share,equality_share,capability_share
627,253652896.52544877,46347103.47509691,0.016497139117826413,0.007,0.01729581672951461
628,255802976.61264774,44197023.38789794,0.016497139117826413,0.007,0.01737234742962613
629,256115202.12769902,43884797.87284666,0.016497139117826413,0.007,0.015509125066670994
630,261983370.87145483,38016629.129090846,0.016497139117826413,0.007,0.01664381011185883
631,267209796.03699404,32790203.96355164,0.016497139117826413,0.007,0.016207207151793385
632,228491493.98599768,71508506.014548,0.016497139117826413,0.007,0.01586049173101299
633,268126312.08203351,31873687.918512166,0.016497139117826413,0.007,0.01851613204245373
634,244761446.14763042,55238553.85291526,0.016497139117826413,0.007,0.016338358524622936
635,259090276.49554288,40909723.5050028,0.016497139117826413,0.007,0.017433528939337795
636,255037807.5218155,44962192.47873017,0.016497139117826413,0.007,0.016242405894982045
637,250809998.5245769,49190001.47596878,0.016497139117826413,0.007,0.01682673679970022
638,245091137.85354662,54908862.14699906,0.016497139117826413,0.007,0.017484203311603934
639,269516233.2045888,30483766.79595691,0.016497139117826413,0.007,0.016445954054827783
640,246930998.16708466,53069001.83346102,0.016497139117826413,0.007,0.01689235623468406
641,259019414.372507,40980585.628038675,0.016497139117826413,0.007,0.01710878791261218
642,245550538.76798382,54449461.23256186,0.016497139117826413,0.007,0.016939761354030327
643,243624135.78519508,56375864.2153506,0.016497139117826413,0.007,0.015933486180428016
644,245672339.1212434,54327660.87930229,0.016497139117826413,0.007,0.01599226014780424
645,237429094.60189047,62570905.398655206,0.016497139117826413,0.007,0.01558571510368266
646,250829969.13835856,49170030.86218712,0.016497139117826413,0.007,0.016296999835306254
647,254790376.9589137,45209623.04163197,0.016497139117826413,0.007,0.01606775953620357
648,268830145.0516066,31169854.948939085,0.016497139117826413,0.007,0.01668010131553194
649,249703052.7605323,50296947.24001339,0.016497139117826413,0.007,0.016064557491240444
650,237297653.08447206,62702346.91607362,0.016497139117826413,0.007,0.014589189007446355
651,257223423.57967016,42776576.42087552,0.016497139117826413,0.007,0.016594379974025502
652,246163308.4482467,53836691.55229899,0.016497139117826413,0.007,0.01553631838617925
653,226112095.78110564,73887904.21944004,0.016497139117826413,0.007,0.015696777226761126
654,241687544.14907372,58312455.85147196,0.016497139117826413,0.007,0.016908734897115005
655,234126400.93962896,65873599.06091672,0.016497139117826413,0.007,0.014854993241863765
656,240248695.39245403,59751304.60809165,0.016497139117826413,0.007,0.016323124204005696
657,237930314.34579277,62069685.65475291,0.016497139117826413,0.007,0.016162437088973133
658,268901908.1918084,31098091.808737278,0.016497139117826413,0.007,0.017723133049553513
659,257486838.07484394,42513161.92570174,0.016497139117826413,0.007,0.01572870125361864
660,242638137.03047323,57361862.97007245,0.016497139117826413,0.007,0.016547279080560563
661,248341489.44791356,51658510.55263212,0.016497139117826413,0.007,0.016501572916445502
662,248156813.886449,51843186.11409667,0.016497139117826413,0.007,0.016165508462330645
663,237777224.3184119,62222775.682133794,0.016497139117826413,0.007,0.01659666258956378
664,261284101.40118486,38715898.59936082,0.016497139117826413,0.007,0.01623204167560027
665,264978292.0622811,35021707.93826458,0.016497139117826413,0.007,0.017405570600860083
666,262548738.06989047,37451261.93065521,0.016497139117826413,0.007,0.016120615061037458
667,256268777.63682485,43731222.363720834,0.016497139117826413,0.007,0.016660657509233175
668,268856397.37011296,31143602.630432725,0.016497139117826413,0.007,0.017693434580819158
669,250597659.17253458,49402340.828011096,0.016497139117826413,0.007,0.01627378205597894
670,261639141.87523413,38360858.12531155,0.016497139117826413,0.007,0.016671281201294404
671,256712738.13492537,43287261.865620315,0.016497139117826413,0.007,0.016980852272274163
672,240446851.44059289,59553148.559952796,0.016497139117826413,0.007,0.01710941583030774
673,231788771.91053545,68211228.09001023,0.016497139117826413,0.007,0.015046465290003558
674,236080522.97476435,63919477.02578133,0.016497139117826413,0.007,0.016021798164022674
675,252896177.16531515,47103822.83523053,0.016497139117826413,0.007,0.016229574996831787
676,262716227.77536523,37283772.22518045,0.016497139117826413,0.007,0.01782251442534399
677,252372214.8857576,47627785.114788085,0.016497139117826413,0.007,0.017876255155486246
678,264745370.27408192,35254629.726463765,0.016497139117826413,0.007,0.017055213030320208
679,235209590.0342129,64790409.96633279,0.016497139117826413,0.007,0.013384667202717323
680,247469209.20142132,52530790.79912436,0.016497139117826413,0.007,0.01696763091281571
681,252318265.4045685,47681734.59597719,0.016497139117826413,0.007,0.015555509543863715
682,248309607.56945503,51690392.43109065,0.016497139117826413,0.007,0.016894410247318775
683,251480625.3240449,48519374.67650077,0.016497139117826413,0.007,0.016163914694239424
684,243693505.03333226,56306494.96721342,0.016497139117826413,0.007,0.016464279240409083
685,244752619.52339202,55247380.47715366,0.016497139117826413,0.007,0.015859025110702602
686,243886658.1701431,56113341.83040258,0.016497139117826413,0.007,0.016805321093926448
687,263280464.522962,36719535.47758368,0.016497139117826413,0.007,0.01686515555695609
688,253845384.50886977,46154615.49167591,0.016497139117826413,0.007,0.01693675388121147
689,274758484.2351775,25241515.765368164,0.016497139117826413,0.007,0.016853223769420847
690,239597588.83878317,60402411.161762506,0.016497139117826413,0.007,0.016019961809652115
691,262438566.3236609,37561433.67688477,0.016497139117826413,0.007,0.017815204441640985
692,249728134.72426367,50271865.27628201,0.016497139117826413,0.007,0.016257669203497575
693,254782218.29483014,45217781.70571554,0.016497139117826413,0.007,0.018014476502011354
694,261999346.48879662,38000653.51174906,0.016497139117826413,0.007,0.017294576842430916
695,256156713.31761214,43843286.68293354,0.016497139117826413,0.007,0.01680552534911947
696,255559107.74091393,44440892.25963175,0.016497139117826413,0.007,0.016361260780320387
697,244208651.7644797,55791348.236065984,0.016497139117826413,0.007,0.016141992827331426
698,242695516.9921882,57304483.008357495,0.016497139117826413,0.007,0.01722308709663579
699,259392242.2259059,40607757.774639785,0.016497139117826413,0.007,0.016329680060449072
700,243335490.8299296,56664509.17061609,0.016497139117826413,0.007,0.015481182326364735
701,240335252.01487175,59664747.985673934,0.016497139117826413,0.007,0.01621715586072736
702,262463157.87196824,37536842.12857744,0.016497139117826413,0.007,0.017716567788779565
703,261746785.67880225,38253214.32174343,0.016497139117826413,0.007,0.016964949043948782
704,238646775.44250098,61353224.5580447,0.016497139117826413,0.007,0.01568626845948897
705,240668070.79363844,59331929.20690724,0.016497139117826413,0.007,0.016393513659459975
706,284889859.5853826,24239241.57064879,0.016497139117826413,0.007,0.018361790178087353
707,243912233.0614074,56087766.93913829,0.016497139117826413,0.007,0.016018099506228085
708,240877971.953897,59122028.04664868,0.016497139117826413,0.007,0.016127192188895655
709,249315301.58596084,50684698.414584845,0.016497139117826413,0.007,0.017458984644776708
710,263803107.02721205,36196892.97333363,0.016497139117826413,0.007,0.016785132397423654
711,256560963.0796336,43439036.92091209,0.016497139117826413,0.007,0.018091311233445675
712,239190960.25251505,60809039.74803063,0.016497139117826413,0.007,0.01576749351062667
713,231327072.8880344,68672927.11251128,0.016497139117826413,0.007,0.015200656983036166
714,255428630.51955792,44571369.48098776,0.016497139117826413,0.007,0.0157719905329871
715,261005923.58249637,38994076.418049306,0.016497139117826413,0.007,0.01760011181403473
716,232191396.17426798,67808603.8262777,0.016497139117826413,0.007,0.015160135658974368
717,260061073.10692865,39938926.893617034,0.016497139117826413,0.007,0.01705529731000115
718,286632993.8457393,24105154.319989026,0.016497139117826413,0.007,0.017798265636676632
719,280267551.7858395,24594803.70903957,0.016497139117826413,0.007,0.018451195990421488
720,253831254.5822949,46168745.41825077,0.016497139117826413,0.007,0.016616649787980758
721,236746615.04940483,63253384.95114085,0.016497139117826413,0.007,0.01534685633626545
722,248386150.0638716,51613849.93667409,0.016497139117826413,0.007,0.016512662791740667
723,254982168.3074648,45017831.69308087,0.016497139117826413,0.007,0.01685771250572664
724,262358944.1711463,37641055.82939938,0.016497139117826413,0.007,0.015286469465081873
725,228322163.95693237,71677836.04361331,0.016497139117826413,0.007,0.015729036634645893
726,240646947.09739372,59353052.90315196,0.016497139117826413,0.007,0.01673894473966157
727,256897034.5400089,43102965.46053678,0.016497139117826413,0.007,0.01742373528264902
728,274656138.08314496,25343861.917400718,0.016497139117826413,0.007,0.017441574812014377
729,261402223.23710313,38597776.763442546,0.016497139117826413,0.007,0.016062667374884473
730,257541250.00085592,42458749.99968976,0.016497139117826413,0.007,0.016291821424251948
731,255091274.65646735,44908725.34407833,0.016497139117826413,0.007,0.016520638953067192
732,250746493.62724328,49253506.3733024,0.016497139117826413,0.007,0.015879736101229534
733,250601829.03737327,49398170.963172406,0.016497139117826413,0.007,0.016706478465664882
734,264708303.55296946,35291696.447576225,0.016497139117826413,0.007,0.01611616282208759
735,258320111.96522486,41679888.03532082,0.016497139117826413,0.007,0.017367288767978457
736,261653023.25418296,38346976.746362716,0.016497139117826413,0.007,0.01729581477428231
737,264005236.7254095,35994763.27513617,0.016497139117826413,0.007,0.016871662868085904
738,270509781.6818269,29490218.31871879,0.016497139117826413,0.007,0.017562632263850443
739,261429481.4604488,38570518.54009688,0.016497139117826413,0.007,0.017611956442123804
740,231335253.4895918,68664746.51095387,0.016497139117826413,0.007,0.01637294827516466
741,236489626.67632815,63510373.32421753,0.016497139117826413,0.007,0.01746893435647048
742,265488696.77201414,34511303.22853154,0.016497139117826413,0.007,0.016851637760188085
743,225223576.78518325,74776423.21536243,0.016497139117826413,0.007,0.015175425300814165
744,258257056.4426883,41742943.557857394,0.016497139117826413,0.007,0.01660845479795886
745,247549301.92359447,52450698.076951206,0.016497139117826413,0.007,0.015612365986022636
746,235639579.93772116,64360420.06282452,0.016497139117826413,0.007,0.015175779032875
747,255034717.30841324,44965282.69213244,0.016497139117826413,0.007,0.01665511024174231
748,249460743.2271094,50539256.77343628,0.016497139117826413,0.007,0.016182768173118624
749,248030572.94432318,51969427.0562225,0.016497139117826413,0.007,0.015537673427773223
750,258133963.6941021,41866036.30644357,0.016497139117826413,0.007,0.016056321571048505
751,266276605.1601939,33723394.84035179,0.016497139117826413,0.007,0.01660092655149265
752,232506289.0024816,67493710.99806407,0.016497139117826413,0.007,0.015587644458168954
753,251702645.46381456,48297354.536731124,0.016497139117826413,0.007,0.016622674428297377
754,252145887.90148893,47854112.09905675,0.016497139117826413,0.007,0.01789209386423128
755,268314072.9933179,31685927.00722778,0.016497139117826413,0.007,0.0169389884213285
756,242109805.7525704,57890194.24797529,0.016497139117826413,0.007,0.016170155623047387
757,250709370.78816897,49290629.212376714,0.016497139117826413,0.007,0.015610711723236076
758,253685797.09233147,46314202.90821421,0.016497139117826413,0.007,0.015695971266632518
759,272214269.7859453,27785730.214600384,0.016497139117826413,0.007,0.01809070074456213
760,248924910.80640808,51075089.1941376,0.016497139117826413,0.007,0.0160605463624985
761,252856245.24673682,47143754.753808856,0.016497139117826413,0.007,0.016600270550170396
762,247352351.26111877,52647648.73942691,0.016497139117826413,0.007,0.016210942312647022
763,245749236.06618968,54250763.934356004,0.016497139117826413,0.007,0.01640393219777746
764,261708687.63244173,38291312.36810395,0.016497139117826413,0.007,0.015875897755189956
765,257054887.48960435,42945112.51094133,0.016497139117826413,0.007,0.01514646983424384
766,248562003.64570582,51437996.35483986,0.016497139117826413,0.007,0.016423625689364587
767,251890189.7505852,48109810.24996048,0.016497139117826413,0.007,0.016321011605698432
768,242357887.90621603,57642112.094329655,0.016497139117826413,0.007,0.016852145853173267
769,236295416.27296326,63704583.727582425,0.016497139117826413,0.007,0.016536659495651286
770,236215012.47561714,63784987.52492854,0.016497139117826413,0.007,0.016055787398726575
771,260252435.7322138,39747564.268331885,0.016497139117826413,0.007,0.016387366466509817
772,265938596.47564885,34061403.52489683,0.016497139117826413,0.007,0.016650974906140578
773,239695223.40152794,60304776.59901774,0.016497139117826413,0.007,0.01668567498432619
774,263469579.04250357,36530420.958042115,0.016497139117826413,0.007,0.015623166089428667
775,247275559.9777889,52724440.022756785,0.016497139117826413,0.007,0.01618713001357609
776,270807041.55908245,29192958.441463232,0.016497139117826413,0.007,0.016702783120682446
777,281514231.73294556,24498905.251856625,0.016497139117826413,0.007,0.01755328178855651
778,261545176.42555854,38454823.57498714,0.016497139117826413,0.007,0.016194626478442654
779,253906200.1474699,46093799.85307577,0.016497139117826413,0.007,0.017586691790739514
780,229905527.83237663,70094472.16816905,0.016497139117826413,0.007,0.01637308074908073
781,260487389.38490134,39512610.615644336,0.016497139117826413,0.007,0.017158499075684883
782,246069795.0218358,53930204.97870988,0.016497139117826413,0.007,0.015984271393267545
783,227375482.45078236,72624517.54976332,0.016497139117826413,0.007,0.01594194433385449
784,268044978.69767252,31955021.302873164,0.016497139117826413,0.007,0.01677759607359701
785,239807476.4998393,60192523.500706375,0.016497139117826413,0.007,0.01619615626042564
786,240988285.9809137,59011714.01963198,0.016497139117826413,0.007,0.014847478638415814
787,255858394.7589904,44141605.24155527,0.016497139117826413,0.007,0.01740056898713274
788,250239839.64353386,49760160.357011825,0.016497139117826413,0.007,0.015905312959475525
789,251278057.66290638,48721942.3376393,0.016497139117826413,0.007,0.0167941398327204
790,256580884.4038119,43419115.59673378,0.016497139117826413,0.007,0.016491558050942032
791,258731835.68858194,41268164.31196374,0.016497139117826413,0.007,0.01723161789834828
792,254246479.405445,45753520.59510067,0.016497139117826413,0.007,0.018035609719497858
793,234374127.58779165,65625872.41275403,0.016497139117826413,0.007,0.016583736905625975
794,251894798.98922753,48105201.01131815,0.016497139117826413,0.007,0.017534414820129303
795,260570122.5866207,39429877.41392499,0.016497139117826413,0.007,0.01679955475216455
796,249147706.90982276,50852293.09072292,0.016497139117826413,0.007,0.015768450329395663
797,252835905.8887982,47164094.11174747,0.016497139117826413,0.007,0.016118792144186198
798,232419633.04947746,67580366.95106822,0.016497139117826413,0.007,0.016624783490555194
799,232740589.08196932,67259410.91857636,0.016497139117826413,0.007,0.014918408983618184
800,236774075.99191514,63225924.008630544,0.016497139117826413,0.007,0.01599679368812562
801,275767491.9807226,24940962.154842794,0.016497139117826413,0.007,0.01691316605391898
802,261206275.05507603,38793724.94546965,0.016497139117826413,0.007,0.01623722179168265
803,260224890.8291957,39775109.17134997,0.016497139117826413,0.007,0.01713510333415022
804,277925146.20856416,24774988.753178,0.016497139117826413,0.007,0.01782871215531607
805,274483803.2862086,25516196.71433705,0.016497139117826413,0.007,0.016638482139528843
806,252183258.32874772,47816741.67179796,0.016497139117826413,0.007,0.01553410407271752
807,253155109.67763174,46844890.322913945,0.016497139117826413,0.007,0.016782591942915096
808,258023608.65836102,41976391.34218466,0.016497139117826413,0.007,0.016299667170923404
809,255415282.92866576,44584717.07187992,0.016497139117826413,0.007,0.017033031729627484
810,257398933.01808655,42601066.98245913,0.016497139117826413,0.007,0.015510579799931663
811,247040922.6153054,52959077.38524029,0.016497139117826413,0.007,0.015605989511479656
812,255501718.36271998,44498281.6378257,0.016497139117826413,0.007,0.017160578391734006
813,246270318.6090985,53729681.39144719,0.016497139117826413,0.007,0.015532751103570804
814,247861870.1934578,52138129.80708787,0.016497139117826413,0.007,0.015751365120813925
815,257445569.07792464,42554430.92262104,0.016497139117826413,0.007,0.016870580338359743
816,251371802.78789306,48628197.21265262,0.016497139117826413,0.007,0.016289029800240364
817,251435037.15775368,48564962.842792004,0.016497139117826413,0.007,0.01640526204492098
818,279699173.3554288,24638525.126439154,0.016497139117826413,0.007,0.01722200605022287
819,245986275.04334998,54013724.9571957,0.016497139117826413,0.007,0.016403139793329958
820,242708930.7872438,57291069.21330187,0.016497139117826413,0.007,0.016909178307510497
821,259431812.77660853,40568187.223937154,0.016497139117826413,0.007,0.01657880513539562
822,247193084.0777196,52806915.92282608,0.016497139117826413,0.007,0.015792404122810962
823,251279368.86787078,48720631.1326749,0.016497139117826413,0.007,0.017207554646763348
824,237489048.43956596,62510951.560979724,0.016497139117826413,0.007,0.016079919338858602
825,258588812.6605315,41411187.34001419,0.016497139117826413,0.007,0.016967626522089434
826,249116397.54844657,50883602.452099115,0.016497139117826413,0.007,0.01657467129739429
827,270469268.0449119,29530731.95563376,0.016497139117826413,0.007,0.016032451463877124
828,265560621.50659335,34439378.493952334,0.016497139117826413,0.007,0.016968270224950552
829,256864108.65981528,43135891.3407304,0.016497139117826413,0.007,0.016565610716272088
830,251254255.22872874,48745744.77181694,0.016497139117826413,0.007,0.016409522593129642
831,247776274.44207618,52223725.558469504,0.016497139117826413,0.007,0.017200387113211073
832,260898791.21968576,39101208.78085992,0.016497139117826413,0.007,0.016630415818134313
833,239150743.0672185,60849256.93332717,0.016497139117826413,0.007,0.016597230519727366
834,255430592.6447806,44569407.355765074,0.016497139117826413,0.007,0.016517706139571556
835,234484070.4298253,65515929.570720375,0.016497139117826413,0.007,0.015972474168179464
836,242313632.89184776,57686367.10869792,0.016497139117826413,0.007,0.01565570987013019
837,238644025.4288406,61355974.57170507,0.016497139117826413,0.007,0.016032035483368318
838,246357206.1030754,53642793.897470266,0.016497139117826413,0.007,0.01588874772518388
839,255673045.90274817,44326954.09779751,0.016497139117826413,0.007,0.018012959530039223
840,249648277.88401005,50351722.116535634,0.016497139117826413,0.007,0.0160265711302583
841,227469263.60613298,72530736.3944127,0.016497139117826413,0.007,0.015940496328594244
842,248654030.95045996,51345969.05008572,0.016497139117826413,0.007,0.016561227291319976
843,263038999.22229663,36961000.778249055,0.016497139117826413,0.007,0.01671766597205499
844,258489618.7210899,41510381.27945578,0.016497139117826413,0.007,0.017781655533178623
845,242749049.02411914,57250950.97642654,0.016497139117826413,0.007,0.01564714791176565
846,247439727.1584548,52560272.842090875,0.016497139117826413,0.007,0.01588075617984906
847,246622893.6199979,53377106.38054779,0.016497139117826413,0.007,0.015421675361361712
848,248924224.65872598,51075775.3418197,0.016497139117826413,0.007,0.016578100832883802
849,270394552.958038,29605447.042507708,0.016497139117826413,0.007,0.016686939458350758
850,252893995.78343245,47106004.21711323,0.016497139117826413,0.007,0.017176215807232494
851,236808431.64134204,63191568.35920364,0.016497139117826413,0.007,0.01667720411225295
852,232331210.8072983,67668789.19324738,0.016497139117826413,0.007,0.01562731820364181
853,255727218.3297649,44272781.67078078,0.016497139117826413,0.007,0.016684469549277353
854,234689500.90688014,65310499.09366554,0.016497139117826413,0.007,0.017015754142123772
855,247110372.22814494,52889627.77240074,0.016497139117826413,0.007,0.016331259940434953
856,270575529.3692422,29424470.63130349,0.016497139117826413,0.007,0.016179427999528147
857,253652671.51003438,46347328.4905113,0.016497139117826413,0.007,0.016455843283800894
858,233419084.21625304,66580915.78429264,0.016497139117826413,0.007,0.016006561200377547
859,243111402.33506027,56888597.66548541,0.016497139117826413,0.007,0.01690152858781177
860,250410776.99942943,49589223.001116246,0.016497139117826413,0.007,0.016499918604600393
861,264227552.597248,35772447.40329769,0.016497139117826413,0.007,0.017084699477800835
862,257279022.63185635,42720977.36868933,0.016497139117826413,0.007,0.016488660312771544
863,258104396.3812046,41895603.619341075,0.016497139117826413,0.007,0.016385082281961456
864,250603203.68585616,49396796.31468952,0.016497139117826413,0.007,0.016651684798432497
865,257458497.9552152,42541502.045330495,0.016497139117826413,0.007,0.017097672250494522
866,259634098.4166528,40365901.58389288,0.016497139117826413,0.007,0.016497851186302554
867,234104778.58919096,65895221.41135472,0.016497139117826413,0.007,0.016991540111359702
868,242810581.26345602,57189418.737089664,0.016497139117826413,0.007,0.016426533169979492
869,243524007.68922043,56475992.31132525,0.016497139117826413,0.007,0.01735364152642029
870,269269847.38260883,30730152.61793685,0.016497139117826413,0.007,0.016078103863611023
871,245025772.62463433,54974227.375911355,0.016497139117826413,0.007,0.015331274504618573
872,243333227.16561842,56666772.83492726,0.016497139117826413,0.007,0.01610215979614812
873,252537636.17288634,47462363.82765934,0.016497139117826413,0.007,0.015694466820913442
874,251679745.12976113,48320254.87078455,0.016497139117826413,0.007,0.01647326895184596
875,264290173.53397095,35709826.46657473,0.016497139117826413,0.007,0.017859344822385353
876,249652555.45046806,50347444.55007762,0.016497139117826413,0.007,0.016215239887837244
877,243795523.34705478,56204476.6534909,0.016497139117826413,0.007,0.016873105000370252
878,240033291.60724187,59966708.39330381,0.016497139117826413,0.007,0.015691253441516395
879,259578730.62722278,40421269.373322904,0.016497139117826413,0.007,0.016827614414105754
880,246990723.5955498,53009276.40499589,0.016497139117826413,0.007,0.016509691116893488
881,246755212.69252297,53244787.30802271,0.016497139117826413,0.007,0.016303610187579923
882,253191545.77511644,46808454.22542924,0.016497139117826413,0.007,0.017650833323414973
883,272778957.8061074,27221042.19443828,0.016497139117826413,0.007,0.01716227363212978
884,264236445.56550968,35763554.435036,0.016497139117826413,0.007,0.016584460846958336
885,243091714.43281785,56908285.567727834,0.016497139117826413,0.007,0.015226614319140777
886,253436990.8710796,46563009.12946609,0.016497139117826413,0.007,0.015743289435780673
887,261375949.37926117,38624050.621284515,0.016497139117826413,0.007,0.01618322708531437
888,235410870.46043894,64589129.54010674,0.016497139117826413,0.007,0.01569140730993374
889,247902492.7730042,52097507.22754148,0.016497139117826413,0.007,0.01737411287756897
890,242724722.08297125,57275277.917574435,0.016497139117826413,0.007,0.015985327488458656
891,235246908.9345839,64753091.06596178,0.016497139117826413,0.007,0.014434240620431396
892,220110626.03778258,79889373.9627631,0.016497139117826413,0.007,0.014441558080785925
893,256983467.0140705,43016532.98647517,0.016497139117826413,0.007,0.01669758419106658
894,250549445.3707871,49450554.62975857,0.016497139117826413,0.007,0.01809415434998884
895,238571007.6523838,61428992.348161876,0.016497139117826413,0.007,0.016808953419808245
896,265182345.87720114,34817654.12334454,0.016497139117826413,0.007,0.016135915899421566
897,246166680.93667394,53833319.06387174,0.016497139117826413,0.007,0.016841873001432542
898,257565208.33329833,42434791.667247355,0.016497139117826413,0.007,0.01714280159903567
899,264698462.3286042,35301537.67194149,0.016497139117826413,0.007,0.0178479528043561
900,255343680.1376449,44656319.86290079,0.016497139117826413,0.007,0.01658428606158291
901,271919968.8365166,28080031.16402906,0.016497139117826413,0.007,0.01685907023416541
902,261532710.60465133,38467289.39589435,0.016497139117826413,0.007,0.016794104881297723
903,246625013.10773656,53374986.89280912,0.016497139117826413,0.007,0.0162494337489199
904,237777868.70884496,62222131.29170072,0.016497139117826413,0.007,0.016496568690281405
905,252998423.31995326,47001576.68059242,0.016497139117826413,0.007,0.016287336546018955
906,245951297.99608776,54048702.00445792,0.016497139117826413,0.007,0.015932736091232285
907,274627030.0510898,25372969.949455857,0.016497139117826413,0.007,0.017022532836008034
908,259275443.33886954,40724556.66167614,0.016497139117826413,0.007,0.017484810439421537
909,253374404.37705556,46625595.623490125,0.016497139117826413,0.007,0.01667837277727004
910,254655219.76003486,45344780.24051082,0.016497139117826413,0.007,0.015550692223652313
911,254402268.33091074,45597731.66963494,0.016497139117826413,0.007,0.01671546406099694
912,250679036.12348825,49320963.87705743,0.016497139117826413,0.007,0.01641443461659393
913,259853821.4262881,40146178.57425758,0.016497139117826413,0.007,0.01750869670924726
914,267586787.56697127,32413212.43357441,0.016497139117826413,0.007,0.01789470481272797
915,245712888.63513118,54287111.3654145,0.016497139117826413,0.007,0.015977249846160075
916,236857123.989385,63142876.01116067,0.016497139117826413,0.007,0.016244390280983206
917,265228511.97919023,34771488.02135545,0.016497139117826413,0.007,0.016658936876835888
918,240514189.4558636,59485810.544682086,0.016497139117826413,0.007,0.014795530831673922
919,257783355.76826832,42216644.23227736,0.016497139117826413,0.007,0.01559404141138026
920,255879347.2509803,44120652.74956539,0.016497139117826413,0.007,0.016865837907165504
921,247429093.99625885,52570906.004286826,0.016497139117826413,0.007,0.015723291773608792
922,262033926.42220843,37966073.57833725,0.016497139117826413,0.007,0.01697260407133996
923,269536898.4563291,30463101.544216573,0.016497139117826413,0.007,0.01714218510351599
924,261372402.02548534,38627597.975060344,0.016497139117826413,0.007,0.015854242888175617
925,264080771.08097765,35919228.91956803,0.016497139117826413,0.007,0.01875604513428268
926,269541781.3109202,30458218.6896255,0.016497139117826413,0.007,0.015957892956769807
927,245983478.22640282,54016521.77414286,0.016497139117826413,0.007,0.01665399771155526
928,250489003.7260954,49510996.27445027,0.016497139117826413,0.007,0.015611497854037188
929,263051880.84696794,36948119.153577745,0.016497139117826413,0.007,0.015575014906696424
930,256098324.4976802,43901675.50286549,0.016497139117826413,0.007,0.018494987892776208
931,260127567.97629297,39872432.02425271,0.016497139117826413,0.007,0.017311124613173193
932,284419678.76746744,24275409.326087177,0.016497139117826413,0.007,0.016830032774106708
933,260749384.6556425,39250615.34490317,0.016497139117826413,0.007,0.01779669087298913
934,258640042.301633,41359957.69891268,0.016497139117826413,0.007,0.017111433130341264
935,250787888.96883303,49212111.03171265,0.016497139117826413,0.007,0.015059419892576757
936,259256714.02530167,40743285.975244015,0.016497139117826413,0.007,0.01636639950620275
937,268189284.38201296,31810715.618532717,0.016497139117826413,0.007,0.015945656721564564
938,257672292.0889181,42327707.91162759,0.016497139117826413,0.007,0.01629410356191331
939,245444120.91721794,54555879.08332774,0.016497139117826413,0.007,0.01675858994184434
940,232855122.55036026,67144877.45018542,0.016497139117826413,0.007,0.016113956409761578
941,245764938.5278244,54235061.47272128,0.016497139117826413,0.007,0.016723638740239768
942,266753927.28119498,33246072.719350696,0.016497139117826413,0.007,0.01552569115649324
943,269251350.2468824,30748649.7536633,0.016497139117826413,0.007,0.01704299205177312
944,250053876.12166968,49946123.878876,0.016497139117826413,0.007,0.015660855140031706
945,269190695.4614994,30809304.539046288,0.016497139117826413,0.007,0.016644862032372844
946,256481449.00077164,43518550.99977404,0.016497139117826413,0.007,0.015818326315162258
947,239738830.54276806,60261169.45777762,0.016497139117826413,0.007,0.015709847207403854
948,253222485.44299328,46777514.5575524,0.016497139117826413,0.007,0.015967612856100866
949,245249263.6282532,54750736.37229249,0.016497139117826413,0.007,0.0167929919125835
950,270632688.57151246,29367311.42903322,0.016497139117826413,0.007,0.016725241304935617
951,255047559.7959789,44952440.20456678,0.016497139117826413,0.007,0.01779085313680194
952,238487271.51304904,61512728.487496644,0.016497139117826413,0.007,0.01561001610694483
953,233792831.44689876,66207168.55364692,0.016497139117826413,0.007,0.016212012007187658
954,267851101.99384952,32148898.006696165,0.016497139117826413,0.007,0.018223677893916806
955,250704637.96356842,49295362.03697726,0.016497139117826413,0.007,0.01469431713323639
956,248634467.79423726,51365532.206308424,0.016497139117826413,0.007,0.015504616540187133
957,243799017.51435363,56200982.48619205,0.016497139117826413,0.007,0.01816710745811634
958,232576502.16546357,67423497.83508211,0.016497139117826413,0.007,0.015894258176498446
959,258082716.01888466,41917283.98166102,0.016497139117826413,0.007,0.017588957814317872
960,257156185.01959106,42843814.98095462,0.016497139117826413,0.007,0.01593989580971076
961,253508851.9571428,46491148.04340288,0.016497139117826413,0.007,0.016282788965017402
962,263391097.54482695,36608902.455718726,0.016497139117826413,0.007,0.015927292481740622
963,266584029.5517527,33415970.448792994,0.016497139117826413,0.007,0.017220052198796812
964,229599469.89316526,70400530.10738042,0.016497139117826413,0.007,0.014466211691805618
965,244966864.45164734,55033135.54889834,0.016497139117826413,0.007,0.01573827146291912
966,235487459.15905273,64512540.84149295,0.016497139117826413,0.007,0.01741153976343826
967,253118327.31315252,46881672.68739316,0.016497139117826413,0.007,0.016731165804208758
968,243602115.4368877,56397884.56365797,0.016497139117826413,0.007,0.014695270026195585
969,258470484.67281854,41529515.32772714,0.016497139117826413,0.007,0.015835110024080473
970,261676188.28107858,38323811.7194671,0.016497139117826413,0.007,0.018263789517283892
971,257208182.18899834,42791817.81154734,0.016497139117826413,0.007,0.01690662226931064
972,282947927.8727114,24388620.932430744,0.016497139117826413,0.007,0.01767978024840755
973,260485597.9006643,39514402.09988138,0.016497139117826413,0.007,0.017392586712730924
974,229299279.39122888,70700720.6093168,0.016497139117826413,0.007,0.015678590986576462
975,265834814.12992293,34165185.870622754,0.016497139117826413,0.007,0.01638088484965426
