curve_type,is_valid,budget_error_pct,initial_reduction_pct,avg_annual_reduction_pct,final_emission_tco2,cumulative_tco2
exponential,False,8.529377874926986e-08,7.047343451784976,10.622445433347849,1.0,2139999998.1747131
logarithmic,False,2.2204122810720283e-11,5.371445224046676,15.872915836667165,1.0,2140000000.0004752
s_curve,False,1.9926652730068316e-07,0.5428739405623829,20.948436795919488,1.0,2140000004.2643037
linear,False,12.383178785046752,3.846153825363822,14.824690347453595,1.0,2405000026.0000005
plateau,False,0.24006441124603015,0.0,19.704199030743162,1.0,2145137378.400665
convex,False,1.400935872692928e-07,7.362614146556575,15.592097882660621,1.0,2139999997.0019972
early_action,False,1.2085816570531543e-10,9.349704748189493,8.307870337115132,1.0,2140000000.0025864
delayed_action,False,3.806928760198789,0.0,21.893397848954688,1.0,2221468275.468254
